member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,earliest_cr_line,inq_last_6mths,open_acc,revol_util,total_acc,total_rec_prncp,issue_year,issue_month,issue_quarter,months_since_ecr,region,income_category
915731,20000,20000,19950.0, 60 months,10.74,432.26,B,B4,2,RENT,118000.0,Verified,2011-04-01,Charged Off,debt_consolidation,NY,2.32,1984-03-01,1,10,49.7,35,9668.43,2011,4,2,325,NorthEast,High
915757,2800,2800,2800.0, 36 months,14.17,95.93,C,C5,10,MORTGAGE,41496.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,MD,0.0,1983-03-01,2,3,0.0,13,2690.35,2011,4,2,337,SouthEast,Low
903687,5000,5000,5000.0, 36 months,12.68,167.71,C,C1,1,OWN,30000.0,Source Verified,2011-04-01,Charged Off,major_purchase,NJ,6.08,2008-02-01,0,4,67.9,5,2254.4,2011,4,2,38,NorthEast,Low
915272,10000,10000,9975.0, 60 months,13.43,229.74,C,C3,10,RENT,32400.0,Verified,2011-04-01,Charged Off,credit_card,OR,20.52,1996-07-01,2,6,93.7,15,8291.18,2011,4,2,177,West,Low
913968,9000,9000,9000.0, 36 months,14.17,308.35,C,C5,3,RENT,34000.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,CA,17.89,2005-11-01,1,5,70.8,13,1463.59,2011,4,2,65,West,Low
912841,6700,6700,6700.0, 36 months,6.92,206.64,A,A3,10,RENT,21600.0,Not Verified,2011-04-01,Charged Off,credit_card,KS,23.89,1989-07-01,1,9,30.6,12,2259.15,2011,4,2,261,MidWest,Low
914721,7000,7000,7000.0, 36 months,14.91,242.35,D,D2,1,RENT,41520.0,Source Verified,2011-04-01,Charged Off,credit_card,MA,20.35,2007-04-01,1,10,74.8,22,1054.81,2011,4,2,48,NorthEast,Low
914704,5000,5000,5000.0, 36 months,14.17,171.31,C,C5,9,RENT,36000.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,MA,14.13,1991-07-01,1,3,98.4,8,1054.9,2011,4,2,237,NorthEast,Low
914171,9800,9800,9800.0, 60 months,14.91,232.68,D,D2,3,MORTGAGE,32500.0,Not Verified,2011-04-01,Charged Off,credit_card,CA,12.89,2003-08-01,0,11,47.4,18,5778.01,2011,4,2,92,West,Low
865552,18825,18825,18825.0, 60 months,13.43,432.49,C,C3,9,MORTGAGE,33000.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,SC,24.18,1998-10-01,1,6,68.4,32,7816.28,2011,4,2,150,SouthEast,Low
913931,24000,24000,23975.0, 60 months,10.37,514.31,B,B3,10,MORTGAGE,52000.0,Verified,2011-04-01,Charged Off,debt_consolidation,NH,11.68,1988-02-01,0,8,64.5,21,4185.5,2011,4,2,278,NorthEast,Medium
913801,10625,10625,10625.0, 36 months,13.06,358.31,C,C2,8,OWN,25000.0,Source Verified,2011-04-01,Charged Off,debt_consolidation,FL,15.07,1999-05-01,0,4,82.0,11,3857.13,2011,4,2,143,SouthEast,Low
906994,5000,5000,5000.0, 60 months,16.4,122.66,E,E1,1,RENT,28000.0,Source Verified,2011-04-01,Charged Off,small_business,FL,15.21,2004-12-01,3,5,24.3,14,336.64,2011,4,2,76,SouthEast,Low
913684,19125,19125,19075.0, 60 months,16.77,472.95,E,E2,10,MORTGAGE,46600.0,Verified,2011-04-01,Charged Off,debt_consolidation,MI,19.26,1989-03-01,3,9,87.7,42,1051.08,2011,4,2,265,MidWest,Low
911621,5500,5500,5500.0, 60 months,14.91,130.59,D,D2,10,OWN,100000.0,Source Verified,2011-04-01,Charged Off,home_improvement,GA,5.57,1984-01-01,2,4,71.9,32,1320.7,2011,4,2,327,SouthEast,Medium
913478,14000,14000,13975.0, 60 months,18.25,357.42,F,F1,1,RENT,40000.0,Verified,2011-04-01,Charged Off,debt_consolidation,OH,18.93,2007-07-01,3,9,42.7,12,740.68,2011,4,2,45,MidWest,Low
849869,19300,19300,19275.0, 60 months,15.28,461.99,D,D3,9,OWN,38600.0,Verified,2011-04-01,Charged Off,debt_consolidation,CA,17.84,2000-07-01,0,5,55.6,16,12227.05,2011,4,2,129,West,Low
912828,20000,20000,19975.0, 60 months,12.68,451.8,C,C1,2,RENT,66000.0,Verified,2011-04-01,Charged Off,debt_consolidation,CA,10.76,2001-05-01,0,7,80.1,13,7034.33,2011,4,2,119,West,Medium
912827,10000,10000,10000.0, 60 months,14.17,233.57,C,C5,7,MORTGAGE,93600.0,Source Verified,2011-04-01,Charged Off,home_improvement,GA,20.01,2003-12-01,1,12,16.5,18,7612.02,2011,4,2,88,SouthEast,Medium
911326,16700,16700,16700.0, 60 months,15.65,403.02,D,D4,4,RENT,50004.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,IL,20.18,2001-05-01,0,11,70.6,22,9307.68,2011,4,2,119,MidWest,Medium
912575,1325,1325,1325.0, 36 months,10.0,42.76,B,B2,0,RENT,50400.0,Source Verified,2011-04-01,Charged Off,moving,AZ,14.95,1999-07-01,2,8,4.0,36,538.33,2011,4,2,141,West,Medium
911672,5000,5000,5000.0, 60 months,7.29,99.7,A,A4,7,MORTGAGE,60000.0,Verified,2011-04-01,Charged Off,car,AZ,10.44,2000-04-01,0,6,40.2,15,3369.47,2011,4,2,132,West,Medium
912148,8000,8000,8000.0, 60 months,12.68,180.72,C,C1,10,MORTGAGE,60000.0,Source Verified,2011-04-01,Charged Off,debt_consolidation,MN,20.34,1992-09-01,1,17,44.3,43,488.81,2011,4,2,223,MidWest,Medium
912047,4500,4500,4500.0, 36 months,15.65,157.44,D,D4,1,RENT,21600.0,Source Verified,2011-04-01,Charged Off,moving,AZ,10.83,2005-02-01,0,3,0.0,5,2106.08,2011,4,2,74,West,Low
907665,23000,23000,22975.0, 60 months,19.74,606.04,F,F5,4,RENT,74872.0,Verified,2011-04-01,Charged Off,credit_card,MD,12.55,2002-09-01,1,7,93.0,20,3258.79,2011,4,2,103,SouthEast,Medium
909520,22250,22250,22225.0, 60 months,16.77,550.23,E,E2,8,MORTGAGE,51690.48,Verified,2011-04-01,Charged Off,debt_consolidation,NC,24.93,2003-12-01,0,9,77.5,35,3087.48,2011,4,2,88,SouthEast,Medium
907371,15000,15000,14975.0, 60 months,15.65,361.99,D,D4,3,RENT,30000.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,OR,15.84,1988-08-01,2,7,70.1,27,3762.3,2011,4,2,272,West,Low
911759,5600,5600,5600.0, 36 months,10.74,182.65,B,B4,0,MORTGAGE,90000.0,Verified,2011-04-01,Charged Off,debt_consolidation,GA,11.56,1996-07-01,0,15,79.8,25,2111.37,2011,4,2,177,SouthEast,Medium
911640,2400,2400,2400.0, 60 months,16.4,58.88,E,E1,0,RENT,14004.0,Source Verified,2011-04-01,Charged Off,other,PA,6.86,2007-12-01,1,4,70.7,4,1417.04,2011,4,2,40,NorthEast,Low
911603,9750,9750,9750.0, 36 months,14.54,335.8,D,D1,1,RENT,39000.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,OH,23.69,1999-11-01,2,19,29.1,23,4887.77,2011,4,2,137,MidWest,Low
911477,25000,25000,25000.0, 60 months,19.36,653.48,F,F4,10,MORTGAGE,95000.0,Verified,2011-04-01,Charged Off,debt_consolidation,PA,21.92,1995-05-01,0,10,97.3,18,4094.3,2011,4,2,191,NorthEast,Medium
911273,5125,5125,5125.0, 60 months,10.74,110.77,B,B4,9,RENT,18900.0,Not Verified,2011-04-01,Charged Off,other,KS,25.9,1991-04-01,4,9,43.9,21,1718.71,2011,4,2,240,MidWest,Low
911155,9950,9950,9950.0, 36 months,12.68,333.73,C,C1,10,RENT,25404.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,CA,17.15,1994-09-01,1,7,59.8,15,1644.25,2011,4,2,199,West,Low
874555,12000,12000,12000.0, 60 months,7.66,241.37,A,A5,0,OWN,50000.0,Not Verified,2011-04-01,Charged Off,small_business,CA,14.16,2002-05-01,0,16,15.7,17,5507.59,2011,4,2,107,West,Low
909326,2400,2400,2400.0, 36 months,13.06,80.94,C,C2,1,RENT,18000.0,Not Verified,2011-04-01,Charged Off,major_purchase,OH,9.13,2006-09-01,2,4,45.9,4,574.06,2011,4,2,55,MidWest,Low
909777,25000,25000,25000.0, 60 months,16.77,618.23,E,E2,10,RENT,70000.0,Verified,2011-04-01,Charged Off,debt_consolidation,PA,22.15,1975-12-01,1,10,43.6,31,8332.76,2011,4,2,424,NorthEast,Medium
908227,10000,10000,10000.0, 60 months,17.88,253.29,E,E5,10,MORTGAGE,60000.0,Verified,2011-04-01,Charged Off,debt_consolidation,CA,19.56,1990-11-01,2,15,81.5,48,425.21,2011,4,2,245,West,Medium
909510,22000,22000,22000.0, 60 months,12.68,496.98,C,C1,5,MORTGAGE,162000.0,Source Verified,2011-04-01,Charged Off,debt_consolidation,CA,6.73,1996-05-01,1,10,41.3,29,8533.21,2011,4,2,179,West,High
909836,3000,3000,2950.0, 36 months,11.11,98.38,B,B5,6,RENT,43000.0,Source Verified,2011-04-01,Charged Off,vacation,CA,1.81,2003-07-01,0,3,70.4,4,212.28,2011,4,2,93,West,Low
910061,1200,1200,1200.0, 60 months,16.4,29.44,E,E1,2,RENT,32652.0,Not Verified,2011-04-01,Charged Off,other,MD,12.27,2006-08-01,1,3,88.5,15,642.06,2011,4,2,56,SouthEast,Low
900319,15000,15000,14800.0, 60 months,14.91,356.15,D,D2,2,MORTGAGE,40000.0,Verified,2011-04-01,Charged Off,small_business,LA,9.45,1983-11-01,3,9,18.7,18,867.37,2011,4,2,329,SouthWest,Low
909889,11200,11200,11200.0, 60 months,10.37,240.02,B,B3,4,MORTGAGE,42000.0,Source Verified,2011-04-01,Charged Off,debt_consolidation,CA,15.63,1998-06-01,0,10,59.0,20,4855.4,2011,4,2,154,West,Low
909552,16000,16000,16000.0, 60 months,9.63,337.05,B,B1,10,OWN,60000.0,Not Verified,2011-04-01,Charged Off,other,SC,16.58,1994-01-01,0,6,26.1,9,10038.51,2011,4,2,207,SouthEast,Medium
909519,15000,15000,15000.0, 36 months,11.11,491.87,B,B5,5,RENT,50000.0,Verified,2011-04-01,Charged Off,small_business,HI,20.45,2005-12-01,0,4,26.5,13,3665.74,2011,4,2,64,West,Low
909372,1500,1500,1500.0, 36 months,12.68,50.32,C,C1,10,MORTGAGE,80000.0,Not Verified,2011-03-01,Charged Off,home_improvement,TX,8.56,1993-07-01,1,9,35.0,35,932.33,2011,3,1,212,SouthWest,Medium
909343,2500,2500,2500.0, 36 months,9.63,80.24,B,B1,2,OWN,20004.0,Source Verified,2011-03-01,Charged Off,other,FL,9.96,2006-03-01,0,10,45.3,21,1158.12,2011,3,1,60,SouthEast,Low
908678,2800,2800,2800.0, 36 months,14.17,95.93,C,C5,5,RENT,50000.0,Not Verified,2011-03-01,Charged Off,home_improvement,CA,13.97,1982-04-01,2,13,68.6,28,321.07,2011,3,1,347,West,Low
908159,10000,10000,4349.999963, 60 months,15.28,239.38,D,D3,10,MORTGAGE,60000.0,Verified,2011-03-01,Charged Off,major_purchase,KY,8.38,1995-03-01,1,6,15.2,19,6161.06,2011,3,1,192,SouthEast,Medium
909162,8000,8000,4050.002544, 60 months,17.14,199.43,E,E3,9,RENT,40300.0,Source Verified,2011-03-01,Charged Off,debt_consolidation,OK,16.94,2003-10-01,1,6,56.1,14,258.73,2011,3,1,89,SouthWest,Low
908949,2000,2000,2000.0, 36 months,13.8,68.17,C,C4,5,RENT,39500.0,Source Verified,2011-04-01,Charged Off,other,NY,14.04,1998-02-01,2,13,94.3,19,576.57,2011,4,2,158,NorthEast,Low
908013,6000,6000,5950.0, 36 months,5.79,181.97,A,A2,1,RENT,51000.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,WA,4.26,1980-02-01,0,7,54.1,14,1236.0,2011,4,2,374,West,Medium
908873,6000,6000,6000.0, 36 months,10.37,194.65,B,B3,10,RENT,30000.0,Not Verified,2011-04-01,Charged Off,credit_card,CA,23.8,2002-01-01,1,17,34.3,33,1638.78,2011,4,2,111,West,Low
908257,18000,18000,10632.38185, 60 months,12.68,406.62,C,C1,5,RENT,78000.0,Source Verified,2011-03-01,Charged Off,debt_consolidation,NY,20.2,1997-02-01,0,6,93.0,11,1332.06,2011,3,1,169,NorthEast,Medium
908267,8000,8000,8000.0, 60 months,13.06,182.28,C,C2,5,RENT,84000.0,Verified,2011-03-01,Charged Off,home_improvement,CA,24.46,2004-08-01,0,10,66.1,19,4577.0,2011,3,1,79,West,Medium
900693,14000,14000,14000.0, 60 months,14.91,332.4,D,D2,0,MORTGAGE,48000.0,Not Verified,2011-04-01,Charged Off,debt_consolidation,OH,4.35,2004-08-01,2,5,41.1,12,5697.81,2011,4,2,80,MidWest,Low
907698,4000,4000,3910.453469, 36 months,7.66,124.72,A,A5,10,MORTGAGE,43200.0,Not Verified,2011-03-01,Charged Off,home_improvement,NY,20.92,1997-07-01,0,4,20.5,16,398.99,2011,3,1,164,NorthEast,Low
907409,4000,4000,4000.0, 60 months,12.68,90.36,C,C1,0,OWN,30000.0,Not Verified,2011-03-01,Charged Off,moving,NJ,1.12,2005-11-01,3,5,28.9,19,1300.07,2011,3,1,64,NorthEast,Low
904315,21600,21600,21525.0, 60 months,12.68,487.94,C,C1,2,MORTGAGE,118000.0,Source Verified,2011-04-01,Charged Off,debt_consolidation,TX,16.52,1995-03-01,0,17,35.2,48,8036.05,2011,4,2,193,SouthWest,High
901382,17325,17325,17300.0, 60 months,18.62,445.81,F,F2,9,RENT,35004.0,Verified,2011-04-01,Charged Off,debt_consolidation,IL,19.4,2004-03-01,0,10,93.8,13,2844.74,2011,4,2,85,MidWest,Low
907335,24175,24175,22733.30494, 36 months,11.11,792.72,B,B5,9,MORTGAGE,95000.0,Verified,2011-03-01,Charged Off,debt_consolidation,GA,29.6,1996-07-01,0,8,94.4,34,19538.12,2011,3,1,176,SouthEast,Medium
907151,3000,3000,3000.0, 36 months,10.37,97.33,B,B3,1,RENT,42000.0,Not Verified,2011-03-01,Charged Off,small_business,PA,3.34,2001-12-01,1,4,51.3,5,45.29,2011,3,1,111,NorthEast,Low
893081,20000,20000,19975.0, 60 months,16.02,486.58,D,D5,4,MORTGAGE,94000.0,Verified,2011-04-01,Charged Off,credit_card,CA,15.34,1988-04-01,0,12,49.8,28,4688.28,2011,4,2,276,West,Medium
906780,24000,24000,22489.24614, 36 months,10.74,782.78,B,B4,1,MORTGAGE,80000.0,Verified,2011-03-01,Charged Off,debt_consolidation,GA,28.98,1996-07-01,0,6,93.7,32,20179.08,2011,3,1,176,SouthEast,Medium
904924,16000,16000,16000.0, 60 months,14.91,379.89,D,D2,3,RENT,32000.0,Verified,2011-03-01,Charged Off,credit_card,MI,14.44,2004-02-01,0,4,59.3,8,3622.82,2011,3,1,85,MidWest,Low
906432,3000,3000,3000.0, 36 months,14.17,102.79,C,C5,3,MORTGAGE,108000.0,Not Verified,2011-03-01,Charged Off,debt_consolidation,NY,21.53,1998-02-01,2,12,94.5,44,707.83,2011,3,1,157,NorthEast,High
906399,5000,5000,4950.0, 36 months,11.11,163.96,B,B5,10,RENT,24000.0,Source Verified,2011-04-01,Charged Off,debt_consolidation,PA,21.0,2004-09-01,2,6,48.0,9,2837.08,2011,4,2,79,NorthEast,Low
906362,9250,9250,8953.56, 36 months,10.74,301.7,B,B4,0,OWN,19200.0,Verified,2011-03-01,Charged Off,debt_consolidation,CA,12.63,2003-10-01,0,5,58.8,9,659.25,2011,3,1,89,West,Low
906246,21000,21000,20975.0, 60 months,14.91,498.6,D,D2,4,RENT,41721.6,Verified,2011-03-01,Charged Off,debt_consolidation,CA,9.64,1985-03-01,1,10,0.0,13,6507.95,2011,3,1,312,West,Low
906215,2500,2500,2500.0, 36 months,7.29,77.53,A,A4,3,RENT,150000.0,Not Verified,2011-03-01,Charged Off,debt_consolidation,CA,15.95,1990-12-01,0,7,44.3,31,572.46,2011,3,1,243,West,High
906087,4000,4000,4000.0, 36 months,7.29,124.04,A,A4,7,MORTGAGE,35000.0,Source Verified,2011-03-01,Charged Off,major_purchase,MN,18.0,1993-01-01,1,9,63.7,27,2564.13,2011,3,1,218,MidWest,Low
905732,8000,8000,7950.0, 36 months,10.74,260.93,B,B4,9,RENT,69000.0,Source Verified,2011-04-01,Charged Off,debt_consolidation,NY,18.99,2003-05-01,0,11,61.3,15,6217.73,2011,4,2,95,NorthEast,Medium
905628,17000,17000,16950.0, 60 months,17.14,423.78,E,E3,10,RENT,51432.0,Verified,2011-04-01,Charged Off,debt_consolidation,CA,23.52,1998-06-01,0,10,61.9,35,8417.11,2011,4,2,154,West,Medium
905595,4000,4000,4000.0, 36 months,14.17,137.05,C,C5,0,MORTGAGE,40000.0,Verified,2011-03-01,Charged Off,debt_consolidation,MI,22.71,2005-10-01,2,9,61.9,11,1895.48,2011,3,1,65,MidWest,Low
905354,4800,4800,4800.0, 60 months,15.28,114.9,D,D3,10,RENT,69996.0,Source Verified,2011-03-01,Charged Off,other,TX,23.61,1998-04-01,1,22,59.1,40,750.2,2011,3,1,155,SouthWest,Medium
905338,2200,2200,2200.0, 60 months,12.68,49.7,C,C1,9,RENT,65000.0,Verified,2011-03-01,Charged Off,debt_consolidation,PA,13.72,2001-12-01,0,4,24.63,12,1183.85,2011,3,1,111,NorthEast,Medium
900840,20000,20000,16454.7921, 60 months,12.68,451.8,C,C1,10,OWN,47000.0,Verified,2011-03-01,Charged Off,credit_card,CA,26.45,1970-03-01,0,14,52.2,37,6832.34,2011,3,1,492,West,Low
905288,10000,10000,10000.0, 36 months,6.92,308.41,A,A3,3,OWN,60000.0,Not Verified,2011-03-01,Charged Off,small_business,MA,7.8,1981-04-01,3,7,1.6,21,3644.01,2011,3,1,359,NorthEast,Medium
904973,3000,3000,3000.0, 36 months,7.66,93.54,A,A5,4,RENT,50000.0,Not Verified,2011-03-01,Charged Off,moving,NY,16.2,2001-03-01,1,13,66.6,26,1239.74,2011,3,1,120,NorthEast,Low
900714,5425,5425,5425.0, 36 months,14.54,186.84,D,D1,5,OWN,150000.0,Not Verified,2011-03-01,Charged Off,small_business,PA,23.79,1991-11-01,0,13,43.9,30,619.92,2011,3,1,232,NorthEast,High
904806,27000,27000,26950.0, 60 months,19.74,711.44,F,F5,10,MORTGAGE,83000.0,Verified,2011-03-01,Charged Off,debt_consolidation,CA,20.63,1997-08-01,2,13,81.0,31,5183.98,2011,3,1,163,West,Medium
904752,15000,15000,14950.0, 60 months,14.17,350.35,C,C5,10,MORTGAGE,29881.0,Verified,2011-04-01,Charged Off,debt_consolidation,OK,14.9,2002-10-01,1,7,53.7,11,7161.72,2011,4,2,102,SouthWest,Low
904544,17000,17000,17000.0, 60 months,13.8,393.8,C,C4,9,RENT,60720.0,Source Verified,2011-04-01,Charged Off,credit_card,CA,15.4,2005-08-01,1,7,34.4,12,2519.17,2011,4,2,68,West,Medium
904510,6000,6000,6000.0, 36 months,10.37,194.65,B,B3,7,OWN,31200.0,Source Verified,2011-03-01,Charged Off,debt_consolidation,AL,3.0,1994-03-01,1,10,22.2,24,4861.49,2011,3,1,204,SouthEast,Low
903997,10400,10400,10400.0, 60 months,17.14,259.26,E,E3,8,OWN,60000.0,Source Verified,2011-03-01,Charged Off,home_improvement,PA,15.16,1994-07-01,3,8,49.2,23,6702.28,2011,3,1,200,NorthEast,Medium
903939,9600,9600,9550.0, 60 months,14.91,227.94,D,D2,10,RENT,59000.0,Source Verified,2011-03-01,Charged Off,debt_consolidation,MD,20.18,1998-12-01,0,16,33.5,30,670.22,2011,3,1,147,SouthEast,Medium
903592,8125,8125,8125.0, 60 months,17.14,202.54,E,E3,5,MORTGAGE,60000.0,Verified,2011-03-01,Charged Off,small_business,UT,23.94,1997-12-01,0,15,80.3,34,2943.65,2011,3,1,159,West,Medium
903357,25000,25000,25000.0, 60 months,19.74,658.74,F,F5,10,MORTGAGE,130000.0,Source Verified,2011-03-01,Charged Off,home_improvement,MD,4.67,2000-05-01,0,11,58.6,14,16387.74,2011,3,1,130,SouthEast,High
879748,15000,15000,14750.0, 36 months,10.37,486.62,B,B3,4,RENT,50172.0,Not Verified,2011-03-01,Charged Off,debt_consolidation,FL,21.79,1995-03-01,0,14,50.9,30,5285.35,2011,3,1,192,SouthEast,Medium
894074,17000,17000,17000.0, 60 months,11.11,370.56,B,B5,10,RENT,61200.0,Verified,2011-03-01,Charged Off,debt_consolidation,AZ,14.41,1983-03-01,1,9,45.0,34,12528.63,2011,3,1,336,West,Medium
903003,3200,3200,3200.0, 36 months,13.8,109.06,C,C4,10,RENT,65000.0,Source Verified,2011-04-01,Charged Off,wedding,AL,9.05,2007-12-01,1,9,17.3,10,219.18,2011,4,2,40,SouthEast,Medium
902850,8000,8000,8000.0, 60 months,14.91,189.95,D,D2,5,RENT,44000.0,Verified,2011-03-01,Charged Off,debt_consolidation,FL,7.15,2006-04-01,0,8,63.4,12,3385.84,2011,3,1,59,SouthEast,Low
902557,18000,18000,17975.0, 60 months,16.02,437.92,D,D5,10,MORTGAGE,60000.0,Source Verified,2011-03-01,Charged Off,credit_card,MO,23.76,1996-04-01,1,19,35.4,49,3014.13,2011,3,1,179,MidWest,Medium
900684,16000,16000,16000.0, 60 months,9.63,337.05,B,B1,10,RENT,33924.0,Verified,2011-03-01,Charged Off,debt_consolidation,PA,9.48,1981-12-01,0,7,29.6,14,12004.65,2011,3,1,351,NorthEast,Low
897623,14000,14000,14000.0, 60 months,17.51,351.79,E,E4,10,MORTGAGE,140000.0,Source Verified,2011-03-01,Charged Off,home_improvement,NV,13.28,1988-11-01,0,11,34.4,22,10715.85,2011,3,1,268,West,High
901859,6600,6600,6600.0, 36 months,14.54,227.31,D,D1,10,RENT,58479.0,Source Verified,2011-03-01,Charged Off,debt_consolidation,NJ,12.54,2000-01-01,1,7,91.0,16,1554.95,2011,3,1,134,NorthEast,Medium
901037,14000,14000,13847.64365, 60 months,18.25,357.42,F,F1,0,RENT,40000.0,Source Verified,2011-03-01,Charged Off,house,NV,13.86,1998-07-01,1,6,64.1,38,1881.21,2011,3,1,152,West,Low
901770,5000,5000,5000.0, 36 months,12.68,167.71,C,C1,1,RENT,42000.0,Source Verified,2011-04-01,Charged Off,debt_consolidation,FL,9.2,2006-06-01,0,6,54.7,7,3370.34,2011,4,2,58,SouthEast,Low
901516,5000,5000,5000.0, 60 months,12.68,112.95,C,C1,2,RENT,40000.0,Not Verified,2011-03-01,Charged Off,small_business,NY,14.88,1996-07-01,0,4,76.2,7,2908.5,2011,3,1,176,NorthEast,Low
901399,16000,16000,16000.0, 36 months,13.06,539.57,C,C2,2,RENT,45000.0,Source Verified,2011-03-01,Charged Off,debt_consolidation,GA,17.49,1999-03-01,1,6,62.0,14,5481.85,2011,3,1,144,SouthEast,Low
901351,13200,13200,13125.0, 36 months,14.91,457.01,D,D2,0,RENT,60000.0,Source Verified,2011-04-01,Charged Off,other,NV,15.36,1998-11-01,0,13,86.3,32,1809.16,2011,4,2,149,West,Medium
894760,1375,1375,1375.0, 36 months,11.11,45.09,B,B5,5,MORTGAGE,24000.0,Not Verified,2011-03-01,Charged Off,debt_consolidation,OH,2.1,2001-08-01,3,2,91.3,8,0.0,2011,3,1,115,MidWest,Low
900701,4000,4000,3950.0, 36 months,10.0,129.07,B,B2,5,RENT,26004.0,Not Verified,2011-03-01,Charged Off,debt_consolidation,KS,13.57,1993-07-01,0,6,81.6,20,2828.12,2011,3,1,212,MidWest,Low
900641,1675,1675,1675.0, 60 months,13.8,38.81,C,C4,3,MORTGAGE,34800.0,Not Verified,2011-03-01,Charged Off,car,AR,12.66,2001-06-01,1,5,43.1,16,1070.3,2011,3,1,117,SouthWest,Low
900343,10000,10000,10000.0, 60 months,16.4,245.32,E,E1,6,RENT,53000.0,Not Verified,2011-03-01,Charged Off,debt_consolidation,FL,10.71,1998-11-01,1,12,47.6,19,2194.48,2011,3,1,148,SouthEast,Medium
900068,10000,10000,10000.0, 60 months,14.91,237.43,D,D2,2,RENT,70000.0,Verified,2011-03-01,Charged Off,debt_consolidation,NY,10.95,2002-01-01,0,8,86.1,11,2369.58,2011,3,1,110,NorthEast,Medium
899845,15000,15000,15000.0, 36 months,14.54,516.61,D,D1,10,MORTGAGE,75000.0,Verified,2011-03-01,Charged Off,debt_consolidation,NY,21.07,1994-02-01,0,9,96.6,17,10135.45,2011,3,1,205,NorthEast,Medium
900010,20000,20000,19854.95772, 60 months,12.68,451.8,C,C1,10,MORTGAGE,70000.0,Verified,2011-03-01,Charged Off,debt_consolidation,MO,16.13,1990-01-01,3,6,50.7,36,2513.25,2011,3,1,254,MidWest,Medium
900004,25000,25000,21250.17111, 60 months,13.8,579.12,C,C4,0,MORTGAGE,46000.0,Verified,2011-03-01,Charged Off,debt_consolidation,MO,23.17,2000-05-01,2,11,51.5,29,16551.65,2011,3,1,130,MidWest,Low
898735,7000,7000,7000.0, 36 months,9.63,224.66,B,B1,10,MORTGAGE,98100.0,Verified,2011-03-01,Charged Off,car,GA,17.69,1989-05-01,2,9,83.9,23,4631.59,2011,3,1,262,SouthEast,Medium
892705,25000,25000,9949.995248, 60 months,12.68,564.74,C,C1,10,RENT,55000.0,Source Verified,2011-03-01,Charged Off,debt_consolidation,FL,8.92,1992-08-01,0,18,17.1,28,2490.25,2011,3,1,223,SouthEast,Medium
899817,3000,3000,3000.0, 60 months,17.51,75.39,E,E4,6,RENT,45000.0,Source Verified,2011-03-01,Charged Off,vacation,CA,13.97,1985-06-01,0,4,97.2,19,301.12,2011,3,1,309,West,Low
899742,3000,3000,3000.0, 36 months,12.68,100.63,C,C1,2,RENT,55000.0,Source Verified,2011-03-01,Charged Off,credit_card,CA,3.05,2007-09-01,1,7,44.1,7,1186.67,2011,3,1,42,West,Medium
899632,3600,3600,3600.0, 36 months,13.43,122.05,C,C3,3,RENT,50000.0,Source Verified,2011-03-01,Charged Off,debt_consolidation,CA,10.39,1998-01-01,2,3,66.4,10,2880.33,2011,3,1,158,West,Low
899684,5000,5000,5000.0, 60 months,10.37,107.15,B,B3,10,MORTGAGE,52164.0,Source Verified,2011-03-01,Charged Off,major_purchase,TX,29.45,2000-08-01,0,9,63.6,24,1534.25,2011,3,1,127,SouthWest,Medium
899499,10000,10000,9772.431937, 36 months,5.42,301.6,A,A1,10,RENT,57000.0,Verified,2011-03-01,Charged Off,debt_consolidation,CA,12.84,1985-05-01,0,10,12.0,32,8803.66,2011,3,1,310,West,Medium
891996,25000,25000,6100.000502, 60 months,13.43,574.35,C,C3,8,OWN,90000.0,Verified,2011-03-01,Charged Off,home_improvement,CA,1.48,2000-08-01,4,10,5.3,24,892.5,2011,3,1,127,West,Medium
899283,20000,20000,4575.00344, 60 months,20.48,535.24,G,G2,10,RENT,42000.0,Verified,2011-03-01,Charged Off,debt_consolidation,OH,18.91,1996-10-01,2,3,49.1,18,2091.72,2011,3,1,173,MidWest,Low
899023,19000,19000,18950.0, 36 months,20.48,710.77,G,G2,0,MORTGAGE,80000.0,Verified,2011-04-01,Charged Off,wedding,IL,13.46,1996-12-01,1,5,99.8,20,9646.88,2011,4,2,172,MidWest,Medium
899270,6600,6600,6525.0, 36 months,13.06,222.58,C,C2,2,RENT,30000.0,Verified,2011-03-01,Charged Off,debt_consolidation,NY,22.08,2005-08-01,0,11,89.9,14,2260.03,2011,3,1,67,NorthEast,Low
899122,26000,26000,23262.03815, 60 months,17.14,648.13,E,E3,10,MORTGAGE,61600.0,Source Verified,2011-03-01,Charged Off,debt_consolidation,WA,17.81,1988-12-01,0,12,85.3,29,11113.9,2011,3,1,267,West,Medium
